Patron #,Total All Revenue,Most Recent Donation Date,Total Donations,Total Ticket Revenue,Total Tickets,2002 Qty,2002 Total Cost,2003 Qty,2003 Total Cost,2004 Qty,2004 Total Cost,2005 Qty,2005 Total Cost,2006 Qty,2006 Total Cost,2007 Qty,2007 Total Cost,2008 Qty,2008 Total Cost,2009 Qty,2009 Total Cost,2010 Qty,2010 Total Cost,2011 Qty,2011 Total Cost,2012 Qty,2012 Total Cost,2013 Qty,2013 Total Cost,2014 Qty,2014 Total Cost,2015 Qty,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
77742,600.00,,0.00,600.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,10,380,0,0,0,0,2,114,0,0,0,0,0,0,0,0,0,0,0,0
77744,240.00,,0.00,240.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77746,52.00,,0.00,52.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77754,200.00,3/16/2012,100.00,100.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
77762,303.00,,0.00,303.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,198,0,0,0,0,0,0,2,105,0,0,0,0,0,0,0,0,0,0,0,0
77763,140.67,,0.00,140.67,5,0,0,0,0,0,0,5,140.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77775,96.00,,0.00,96.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77780,60.00,,0.00,60.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77785,94.00,,0.00,94.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0
77787,182.00,,0.00,182.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77792,276.00,,0.00,276.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,194,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77793,80.00,,0.00,80.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77798,252.00,,0.00,252.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,2,50,4,120,0,0,0,0,0,0,0,0,0,0,0,0
77800,322.50,,0.00,322.50,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24.5,19,211.5,16,86.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77818,88.00,,0.00,88.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77821,417.00,12/11/2012,75.00,342.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,2,81,2,64,0,0,2,100,0,0,0,0,0,0,0,0,0,75,0,0
77824,52.00,,0.00,52.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77827,21.00,,0.00,21.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77833,602.00,,0.00,602.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,180,4,208,2,96,0,0,2,118,0,0,0,0,0,0,0,0,0,0,0,0
77834,496.00,,0.00,496.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,171,2,98,2,86,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77853,0.00,,0.00,0.00,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77857,95.00,,0.00,95.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77868,100.00,,0.00,100.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77870,728.00,,0.00,728.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,450,6,186,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77881,0.00,,0.00,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77887,639.00,,0.00,639.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,156,4,217,0,0,0,0,8,266,0,0,0,0,0,0,0,0,0,0,0,0
77890,70.00,,0.00,70.00,2,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77891,304.00,,0.00,304.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77897,47.00,,0.00,47.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77902,280.00,,0.00,280.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77904,42.00,,0.00,42.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77911,100.00,,0.00,100.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77919,15.00,,0.00,15.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77920,53.00,,0.00,53.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77922,1302.50,,0.00,1302.50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,178,8,255,16,449,17,420.5,0,0,0,0,0,0,0,0,0,0,0,0
77925,25.00,,0.00,25.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77928,442.93,,0.00,442.93,19,11,352,0,0,0,0,0,0,3,31.33,5,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77936,90.00,,0.00,90.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77941,91.00,,0.00,91.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0
77956,230.00,,0.00,230.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78013,0.00,,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78017,0.00,,0.00,0.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78035,83.00,,0.00,83.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,2,47,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
78051,72.75,,0.00,72.75,8,0,0,0,0,8,72.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78083,258.00,,0.00,258.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,3,123,0,0,0,0,0,0,0,0,0,0,0,0
78094,0.00,,0.00,0.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78096,222.00,,0.00,222.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78118,48.00,,0.00,48.00,4,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78124,62.00,,0.00,62.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78125,90.00,,0.00,90.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78142,228.00,,0.00,228.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,1,46,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78143,88.00,,0.00,88.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78151,296.00,,0.00,296.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,0,0,0,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78189,233.00,,0.00,233.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78195,139.00,,0.00,139.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,5,63,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78196,1153.00,,0.00,1153.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,371,0,0,5,252,5,255,5,275,0,0,0,0,0,0,0,0,0,0,0,0
78204,92.00,,0.00,92.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78209,874.00,,0.00,874.00,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78215,129.00,,0.00,129.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78222,100.00,,0.00,100.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78223,45.50,,0.00,45.50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78226,160.00,,0.00,160.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,4,58,4,58,0,0,0,0,0,0,0,0,0,0,0,0
78231,117.00,,0.00,117.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78235,108.00,,0.00,108.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78237,94.00,,0.00,94.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78239,90.00,,0.00,90.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78251,187.00,,0.00,187.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,0,0,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78265,75.00,,0.00,75.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78267,352.00,,0.00,352.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,328,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0
78269,159.00,,0.00,159.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78278,113.00,,0.00,113.00,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,12,0,19,41,14,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0
78281,192.00,,0.00,192.00,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,98,10,94,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78282,239.00,,0.00,239.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78284,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78285,0.00,,0.00,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78288,29.00,,0.00,29.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78299,224.00,,0.00,224.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,140,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0
78300,45.00,,0.00,45.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78307,140.00,,0.00,140.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78313,171.00,,0.00,171.00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,47,0,0,2,0,4,124,0,0,0,0,0,0,0,0,0,0,0,0
78328,232.00,,0.00,232.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,182,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78334,90.00,,0.00,90.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78337,94.50,3/22/2013,5.00,89.50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,3,49.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
78340,74.50,,0.00,74.50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,3,45.5,0,0,0,0,0,0,0,0,0,0,0,0
78355,148.00,,0.00,148.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,2,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78362,15.00,,0.00,15.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78367,84.00,,0.00,84.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78378,1896.00,,0.00,1896.00,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,672,78,710,0,0,30,280,28,234,0,0,0,0,0,0,0,0,0,0,0,0
78386,276.00,,0.00,276.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78399,40.00,,0.00,40.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78400,175.00,1/25/2012,175.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,100,0,0,0
78402,120.00,,0.00,120.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78406,186.00,,0.00,186.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78429,106.00,,0.00,106.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78432,503.50,,0.00,503.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,8,174,11,281.5,0,0,0,0,0,0,0,0,0,0,0,0
78434,106.00,,0.00,106.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78435,144.00,,0.00,144.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144,0,0,0,0,0,0,0,0,0,0,0,0
78441,29.00,,0.00,29.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78444,120.00,,0.00,120.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78445,902.00,,0.00,902.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,198,8,234,6,306,2,52,0,0,0,0,2,112,0,0,0,0,0,0,0,0,0,0,0,0
78452,48.00,,0.00,48.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78508,505.50,,0.00,505.50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,489,10,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78517,0.00,,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78529,150.50,,0.00,150.50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,142.5,10,0,19,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
78625,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78637,225.00,,0.00,225.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78640,346.00,,0.00,346.00,8,0,0,2,52,0,0,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,228,0,0,0,0,0,0,0,0,0,0,0,0
78657,104.00,,0.00,104.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104,0,0,0,0,0,0,0,0,0,0,0,0
78658,0.00,,0.00,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
78664,317.00,,0.00,317.00,31,0,0,0,0,0,0,0,0,0,0,0,0,7,85,8,88,8,72,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78672,785.00,,0.00,785.00,21,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,7,301,10,434,0,0,0,0,0,0,0,0,0,0,0,0
78691,106.25,,0.00,106.25,14,5,35,5,35,4,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78694,80.00,,0.00,80.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78695,352.00,,0.00,352.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78700,104.00,,0.00,104.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78705,833.50,,0.00,833.50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,3,37,3,37,4,56,7,222,7,253.5,4,202,0,0,0,0,0,0,0,0,0,0,0,0
78706,890.46,,0.00,890.46,51,0,0,0,0,2,70,0,0,4,40,11,136.46,0,0,13,150,8,178,3,41,7,200,1,46,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78711,111.00,,0.00,111.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,3,37,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78718,232.00,,0.00,232.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,0,0,5,67,0,0,0,0,0,0,6,87,0,0,0,0,0,0,0,0,0,0,0,0
78721,768.00,,0.00,768.00,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,240,34,310,21,190,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78730,144.00,,0.00,144.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78742,128.00,,0.00,128.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78744,368.00,,0.00,368.00,10,0,0,0,0,4,126,2,70,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78745,152.00,,0.00,152.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78753,100.00,,0.00,100.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78755,540.33,,0.00,540.33,16,4,125,0,0,5,178.33,2,60,0,0,0,0,3,117,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78762,163.50,,0.00,163.50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,112.5,5,51,0,0,0,0,0,0,0,0,0,0,0,0
78769,478.00,,0.00,478.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,192,4,180,2,106,0,0,0,0,0,0,0,0,0,0,0,0
78782,41.50,,0.00,41.50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41.5,0,0,0,0,0,0,0,0,0,0,0,0
78783,161.00,,0.00,161.00,17,0,0,6,42,0,0,0,0,0,0,0,0,5,63,0,0,0,0,4,56,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78792,273.00,,0.00,273.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,183,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78793,212.00,,0.00,212.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78795,197.00,,0.00,197.00,6,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78822,190.00,,0.00,190.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78823,225.00,,0.00,225.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,185,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78829,174.00,,0.00,174.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78832,278.00,,0.00,278.00,8,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,4,104,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78843,167.00,,0.00,167.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,2,28,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,0
