Patron #,Total All Revenue,Most Recent Donation Date,Total Donations,Total Ticket Revenue,Total Tickets,2002 Qty,2002 Total Cost,2003 Qty,2003 Total Cost,2004 Qty,2004 Total Cost,2005 Qty,2005 Total Cost,2006 Qty,2006 Total Cost,2007 Qty,2007 Total Cost,2008 Qty,2008 Total Cost,2009 Qty,2009 Total Cost,2010 Qty,2010 Total Cost,2011 Qty,2011 Total Cost,2012 Qty,2012 Total Cost,2013 Qty,2013 Total Cost,2014 Qty,2014 Total Cost,2015 Qty,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
78850,44.00,,0.00,44.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78853,9.50,,0.00,9.50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78855,402.00,,0.00,402.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,5,95,5,135.5,5,143.5,0,0,0,0,0,0,0,0,0,0,0,0
78856,293.00,,0.00,293.00,11,0,0,2,52,0,0,5,81,0,0,0,0,0,0,0,0,4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78857,90.00,,0.00,90.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78862,82.00,,0.00,82.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78867,174.00,,0.00,174.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78868,67.00,,0.00,67.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78871,221.00,,0.00,221.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78872,305.00,,0.00,305.00,8,0,0,0,0,0,0,0,0,0,0,0,0,4,128,0,0,0,0,2,87,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78880,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
78881,496.00,,0.00,496.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78883,1265.00,,0.00,1265.00,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78887,412.00,,0.00,412.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,2,60,6,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78892,106.00,,0.00,106.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78897,84.00,,0.00,84.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78899,614.00,,0.00,614.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,170,2,90,4,134,2,68,4,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78904,156.00,,0.00,156.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,4,56,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78905,200.00,,0.00,200.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78906,95.40,,0.00,95.40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78912,332.33,,0.00,332.33,12,0,0,0,0,0,0,0,0,3,88.33,0,0,0,0,0,0,5,186,0,0,0,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78922,366.50,,0.00,366.50,10,0,0,0,0,0,0,0,0,0,0,6,176.5,0,0,4,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78931,92.00,,0.00,92.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78932,129.00,,0.00,129.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78936,29.00,,0.00,29.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78945,52.00,,0.00,52.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78954,222.00,,0.00,222.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,5,72,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78972,104.00,,0.00,104.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78974,166.50,,0.00,166.50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,2,28,2,28,2,29,3,29.5,0,0,0,0,0,0,0,0,0,0,0,0
78976,80.00,,0.00,80.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78981,638.00,,0.00,638.00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,17,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78992,72.00,,0.00,72.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78993,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78997,60.00,,0.00,60.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79006,110.00,,0.00,110.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79010,101.00,,0.00,101.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79016,126.00,,0.00,126.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79021,47.00,,0.00,47.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79032,20.00,,0.00,20.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79039,868.50,,0.00,868.50,30,0,0,0,0,0,0,4,116,4,85.5,2,26,2,24,4,52,3,135,5,152,3,135,0,0,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79059,186.00,,0.00,186.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79062,99.00,,0.00,99.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79065,322.00,,0.00,322.00,8,0,0,0,0,0,0,0,0,0,0,6,242,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79069,440.00,,0.00,440.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,3,37,8,232,3,40,3,40,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0
79085,96.00,,0.00,96.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0
79087,494.00,,0.00,494.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,323,0,0,4,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79089,317.00,,0.00,317.00,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,10,100,14,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79095,348.00,,0.00,348.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,0,0,6,138,3,168,0,0,0,0,0,0,0,0,0,0,0,0
79096,0.00,,0.00,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79097,160.00,,0.00,160.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,4,52,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79104,213.50,,0.00,213.50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122,3,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79105,244.00,,0.00,244.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122,4,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79106,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79114,86.00,,0.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79116,60.00,,0.00,60.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0
79118,48.00,,0.00,48.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79130,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79146,481.16,,0.00,481.16,23,0,0,0,0,0,0,5,45.83,12,252.33,2,50,0,0,0,0,0,0,0,0,0,0,0,0,4,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79155,141.00,,0.00,141.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,0,0,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79164,47.00,,0.00,47.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79168,209.00,,0.00,209.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,3,26,4,52,0,0,3,40,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0
79169,264.00,,0.00,264.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79171,190.00,,0.00,190.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79177,26.00,,0.00,26.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79179,70.50,,0.00,70.50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79183,50.00,,0.00,50.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79188,77.00,,0.00,77.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79190,879.00,,0.00,879.00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,5,172,4,151,7,175,5,143,5,143,0,0,0,0,0,0,0,0,0,0,0,0
79191,1009.00,,0.00,1009.00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,5,172,4,151,5,125,6,143,11,323,0,0,0,0,0,0,0,0,0,0,0,0
79207,232.50,,0.00,232.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80,3,40,6,71,3,41.5,0,0,0,0,0,0,0,0,0,0,0,0
79212,740.13,,0.00,740.13,67,0,0,0,0,0,0,0,0,6,60.83,5,57.8,7,79,7,81,0,0,0,0,12,156,11,100,12,110,7,95.5,0,0,0,0,0,0,0,0,0,0,0,0
79216,89.00,,0.00,89.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79225,198.50,,0.00,198.50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72,4,56,5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79228,124.00,,0.00,124.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0
79232,58.00,,0.00,58.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0
79262,0.00,,0.00,0.00,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79263,3376.00,,0.00,3376.00,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146,32,669,35,906,50,1370,7,285,0,0,0,0,0,0,0,0,0,0,0,0
79272,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79279,60.00,,0.00,60.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79285,54.00,,0.00,54.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79286,181.00,,0.00,181.00,11,0,0,0,0,2,62,0,0,0,0,0,0,2,24,0,0,3,41,2,26,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79287,90.00,,0.00,90.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79288,52.00,,0.00,52.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79301,216.00,,0.00,216.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79306,11.00,,0.00,11.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
79317,152.00,,0.00,152.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79318,48.00,,0.00,48.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79325,163.50,,0.00,163.50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,2,28,2,28,0,0,3,45.5,0,0,0,0,0,0,0,0,0,0,0,0
79326,105.00,,0.00,105.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79329,26.00,,0.00,26.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79333,100.00,,0.00,100.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79340,784.00,,0.00,784.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,388,0,0,6,252,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79343,63.00,,0.00,63.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79345,197.00,,0.00,197.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,6,80,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79405,88.00,,0.00,88.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79410,110.50,,0.00,110.50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,2,28,0,0,3,41.5,0,0,0,0,0,0,0,0,0,0,0,0
79414,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79429,375.50,,0.00,375.50,22,0,0,0,0,0,0,0,0,6,50.5,0,0,6,72,0,0,8,171,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79447,131.00,,0.00,131.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79457,87.00,,0.00,87.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79462,486.00,,0.00,486.00,11,0,0,0,0,0,0,0,0,0,0,0,0,2,84,2,83,3,135,3,132,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79463,468.00,,0.00,468.00,11,0,0,0,0,0,0,0,0,3,108,3,126,0,0,0,0,0,0,0,0,0,0,3,138,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79466,24.50,,0.00,24.50,2,0,0,0,0,0,0,0,0,0,0,2,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79476,405.00,,0.00,405.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,0,0,4,170,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0
79477,37.00,,0.00,37.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79478,16.50,,0.00,16.50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79482,75.00,,0.00,75.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79483,28.00,,0.00,28.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79485,500.00,,0.00,500.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,4,70,4,220,0,0,0,0,2,114,0,0,0,0,0,0,0,0,0,0,0,0
79493,306.00,,0.00,306.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,138,0,0,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79496,250.00,,0.00,250.00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79497,2196.00,,0.00,2196.00,72,0,0,0,0,0,0,4,120,8,219,0,0,11,319,3,37,5,63,8,204,10,338,9,252,6,318,8,326,0,0,0,0,0,0,0,0,0,0,0,0
79502,126.00,,0.00,126.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79504,593.00,,0.00,593.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,202,0,0,0,0,10,220,0,0,0,0,3,171,0,0,0,0,0,0,0,0,0,0,0,0
79505,316.00,,0.00,316.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,0,0,6,80,2,29,3,144,0,0,0,0,0,0,0,0,0,0,0,0
79508,193.00,,0.00,193.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79512,25.00,,0.00,25.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79518,74.50,,0.00,74.50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74.5,0,0,0,0,0,0,0,0,0,0,0,0
79526,116.00,,0.00,116.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,4,58,0,0,0,0,0,0,0,0,0,0,0,0
79527,141.00,,0.00,141.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,4,52,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79530,1321.50,2/15/2011,91.00,1230.50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,212,11,336,7,239,0,0,2,76,9,367.5,0,0,0,0,0,0,0,16,0,0,0,75
79531,564.00,,0.00,564.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,282,6,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79532,114.00,,0.00,114.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79537,52.00,,0.00,52.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79548,172.00,,0.00,172.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,0,0,0,0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0
79550,92.00,,0.00,92.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79551,170.00,,0.00,170.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,3,41,3,44,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79555,66.50,,0.00,66.50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79567,222.00,,0.00,222.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,4,56,4,56,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79569,0.00,,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79573,388.00,,0.00,388.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,180,0,0,0,0,4,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79578,378.00,,0.00,378.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,288,0,0,0,0,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0
79581,204.00,,0.00,204.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79582,596.90,,0.00,596.90,20,0,0,0,0,0,0,4,36.5,5,222.4,0,0,4,48,4,145,0,0,0,0,0,0,0,0,0,0,3,145,0,0,0,0,0,0,0,0,0,0,0,0
79586,284.75,,0.00,284.75,10,0,0,0,0,0,0,0,0,4,40.75,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,4,162,0,0,0,0,0,0,0,0,0,0,0,0
79592,302.00,,0.00,302.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,2,110,0,0,0,0,2,108,0,0,0,0,0,0,0,0,0,0,0,0
79597,149.00,,0.00,149.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79600,66.00,,0.00,66.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
